Date,Close,High,Low,Open,Volume
2016-03-14,12.195308685302734,12.34342918982365,12.06834748409794,12.202360889523431,6236200
2016-03-15,12.124773025512695,12.152985874863784,11.990758291446191,12.047185335475218,6779100
2016-03-16,11.87790584564209,12.216468156626288,11.793264595232522,12.110667602609604,10135500
2016-03-17,11.976654052734375,11.997814703793521,11.666305909163242,11.835587081654905,8888100
2016-03-18,12.244678497314453,12.301105531366874,11.990756171415262,12.068343847734818,13947500
2016-03-21,12.251734733581543,12.392801677008746,12.167093491263696,12.230574086670355,6647200
2016-03-22,12.2587890625,12.35753741987839,12.089507893843368,12.131829195002881,7035900
2016-03-23,12.13888168334961,12.25173714375003,12.110668827244883,12.202362291244208,4553800
2016-03-24,12.061297416687012,12.09656382928009,11.835589147305544,12.01192390092574,6557200
2016-03-28,12.054240226745605,12.145933679008017,11.93433257666276,12.103613727604365,5177600
2016-03-29,11.8694486618042,11.947629733571318,11.71308380699144,11.947629733571318,8562700
2016-03-30,11.990273475646973,12.146636949289501,11.919198676486173,11.990273475646973,4858900
2016-03-31,11.86233901977539,12.032917723105127,11.784156605717959,11.976058155328548,6208200
2016-04-01,11.940523147583008,11.954738382091028,11.578044157104125,11.649117618365473,7777100
2016-04-04,11.904985427856445,12.089779394189435,11.819695383533809,11.954737388861622,6608300
2016-04-05,11.68465518951416,11.855233929172261,11.627795609628127,11.727299535518856,6897500
2016-04-06,11.720192909240723,11.833912078625032,11.535398920081363,11.549614155164258,8863600
2016-04-07,11.464323043823242,11.627795520933049,11.386141969350874,11.570935941480732,12224100
2016-04-08,11.585147857666016,11.812587492597622,11.556718750573989,11.649115043171925,6199400
2016-04-11,11.677544593811035,11.90498285533916,11.62779264355663,11.677544593811035,6383500
2016-04-12,11.83390998840332,11.890769563052377,11.684654113314245,11.720190839105209,6716700
2016-04-13,12.374076843261719,12.402507308906424,11.947629348065655,11.954736964476833,7539200
2016-04-14,12.60151195526123,12.757876765438366,12.331429378215345,12.381181324857572,10393500
2016-04-15,12.558869361877441,12.665480884532752,12.502009792752004,12.615728931002877,7461200
2016-04-18,12.580196380615234,12.736559908655014,12.38118714485955,12.438046732841244,7814900
2016-04-19,12.871598243713379,12.885812119899109,12.594406645685266,12.615729493422544,9034700
2016-04-20,13.070605278015137,13.099035739949324,12.786307436868455,12.914241804294221,9730400
2016-04-21,13.170106887817383,13.546800914536073,13.077709267786965,13.354900772239557,12052600
2016-04-22,13.234077453613281,13.305150895724692,13.127464579168139,13.226969838274337,9432500
2016-04-25,13.170106887817383,13.248287925183126,12.985313003395209,13.219858826769764,5224400
2016-04-26,13.326473236083984,13.340688466222492,13.120356465992518,13.205646491184599,8505400
2016-04-27,13.31225872039795,13.418870240880537,13.113250910334193,13.269614383332721,7830700
2016-04-28,13.141681671142578,13.312260396519774,13.05639298627358,13.191433629922694,6425300
2016-04-29,13.013747215270996,13.134573981190966,12.907135681962599,13.091929638995447,8684900
2016-05-02,13.113251686096191,13.134573178070639,12.871598169032282,13.042176883023433,5782200
2016-05-03,12.814739227294922,13.020854675129426,12.637052888702787,12.935565991763141,5613200
2016-05-04,12.466473579406738,12.757879052527274,12.36696831264523,12.729448588984239,6414700
2016-05-05,12.430932998657227,12.551759733124447,12.338536722012336,12.487792558663045,6635700
2016-05-06,12.42383098602295,12.42383098602295,12.239036993771967,12.274575082073763,5616100
2016-05-09,12.317215919494629,12.502009859041904,12.260356350067704,12.43093505834848,4718300
2016-05-10,12.60151195526123,12.658371516515043,12.317214148992173,12.402504168692328,4976200
2016-05-11,12.544655799865723,12.757880229186835,12.502011456257197,12.530440566783133,5339600
2016-05-12,12.473580360412598,12.7436643527907,12.388291677501007,12.637052821331627,5061200
2016-05-13,12.189279556274414,12.601511706124269,12.132419996144739,12.445148254677374,6219900
2016-05-16,12.509119033813477,12.537548144250813,12.111101998216101,12.25325026168126,9565700
2016-05-17,12.42383098602295,12.665484563917355,12.331434667717184,12.48069057166637,6629800
2016-05-18,12.992427825927734,13.020856940115364,12.416723012684804,12.430938247598327,13521100
2016-05-19,12.892922401428223,13.04928727255184,12.68680691990991,12.864493287539911,8796100
2016-05-20,12.992427825927734,13.113254611413845,12.89292253717249,12.942674503730403,6981100
2016-05-23,12.885811805725098,13.063498132286133,12.80052312813369,12.95688660747733,6206600
2016-05-24,13.056389808654785,13.198538034053971,12.935563071464095,12.971099788904173,6833500
2016-05-25,13.376226425170898,13.418870763898244,13.091928574256778,13.091928574256778,6554200
2016-05-26,13.21986198425293,13.425977402804866,13.14878718778575,13.383333067180153,4193100
2016-05-27,13.397551536560059,13.404659153488995,13.219865180254592,13.312261489052135,4794300
2016-05-31,13.411759376525879,13.504155634385441,13.326469376038265,13.454403698950403,8716100
2016-06-01,13.518381118774414,13.518381118774414,13.127470240386371,13.234083160808307,8709100
